SLUG,ORDRE,NUMÉRO,TITRE,SOUS-TITRE,CATÉGORIE,DATE (AAAA-MM-JJ),DATE FR,DATE EN,STATUT FR,STATUT EN,COULEUR STATUT,LIEU,SALLE,DESCRIPTION COURTE,HOME DESC FR,HOME DESC EN,HOME PÉRIODE FR,HOME PÉRIODE EN,IMAGE PRINCIPALE,IMAGES SUPPLÉMENTAIRES (séparer par ;),ALT IMAGE,TICKET URL,TICKET LABEL,DOSSIER URL,DOSSIER LABEL FR,DOSSIER LABEL EN,DOSSIER DOWNLOAD (OUI/NON),GOOGLE PHOTOS URL,PAGE GALERIE,GALERIE LABEL,SUR HOME (OUI/NON),SUR ÉVÉNEMENTS (OUI/NON),SUR PAGE NUITS (OUI/NON),FEATURED (OUI/NON),STATUS,REVERSE (OUI/NON),AFFICHE (OUI/NON/AUTO),AFFICHE IMAGE,AFFICHE ALT,AFFICHE RATIO,AFFICHE IMAGES RESPONSIVES (OUI/NON),AFFICHE JOURS AVANT,AFFICHE TITRE FR,AFFICHE TITRE EN,AFFICHE TEXTE FR,AFFICHE TEXTE EN,AFFICHE CTA LABEL FR,AFFICHE CTA LABEL EN,AFFICHE CTA URL
## Identifiant unique interne (ne jamais modifier),Ordre d'affichage dans les listes,Numéro affiché visuellement sur la carte (ex: 01),"Titre de l'événement — affiché sur la homepage, page événements et page dédiée",Sous-titre affiché sur la page de l'événement,Catégorie interne (non affichée sur le site),Date technique ISO pour le tri (ex: 2026-02-12),Date affichée sur la homepage en français (ex: 12 février 2026),Date affichée sur la homepage en anglais,"Statut affiché à la place de la date en français (ex: En vente, Passé, À venir)",Statut affiché en anglais,Couleur du statut : 'red' pour rouge — laissez vide sinon,"Lieu général affiché dans les infos pratiques (ville, espace)",Salle précise affichée dans les infos pratiques,Texte court affiché sous le titre sur la page événements,Texte de description affiché sur la carte homepage en français,Texte de description affiché sur la carte homepage en anglais,"Période affichée sur la carte homepage en français (ex: Annuel, Mensuel)",Période affichée sur la carte homepage en anglais,Photo principale — affichée sur la homepage et en haut de la page événement,Photos supplémentaires pour le carrousel de la page événement — séparées par ;,Texte alternatif de l'image (pour l'accessibilité et le SEO),"Lien billetterie spécifique à cet événement (Shotgun, etc.)",Texte affiché sur le bouton billetterie,Lien vers le dossier de présentation de l'événement,Texte du bouton dossier en français,Texte du bouton dossier en anglais,OUI = téléchargement direct du dossier / NON = ouverture dans l'onglet,Lien vers l'album Google Photos complet de cet événement,Nom du fichier HTML de la galerie associée (ex: galerie-begins.html),Nom affiché pour le bouton vers la galerie,OUI = carte visible sur la homepage,OUI = visible sur la page Événements,OUI = visible sur la page Notre Label (Nuits Dauphine),OUI = mis en avant visuellement sur la page événements (grande carte),Statut technique interne,OUI = inverser l'ordre texte/image sur la carte homepage,AUTO = l'affiche apparaît seule avant l'événement / OUI = forcer maintenant / NON = jamais,Chemin de l'affiche de l'événement (ex: uploads/affiche-croisette.jpg) — vide = pas d'affiche,Texte alternatif de l'affiche (accessibilité et SEO),"Dimensions réelles de l'affiche en pixels, largeur/hauteur (ex: 1179/1462) — donné par make_affiche.py ; obligatoire si IMAGES RESPONSIVES = OUI",OUI = les versions AVIF/WebP existent (make_affiche.py) — exige un RATIO en pixels / NON = image simple,Nombre de jours avant l'événement où l'affiche apparaît — vide = valeur globale de config.csv,Titre affiché sur l'affiche en français — vide = titre de l'événement,Titre affiché sur l'affiche en anglais — vide = titre de l'événement,Ligne d'information sous le titre en français — vide = date et salle de l'événement,Ligne d'information sous le titre en anglais — vide = date et salle de l'événement,Texte du bouton billetterie en français — vide = Réserver sur Shotgun,Texte du bouton billetterie en anglais — vide = Book on Shotgun,"Lien billetterie de l'affiche — vide = TICKET URL de l'événement, puis lien global"
croisette,1,01,La Croisette,Croisière sur la Seine · Soirée d'intégration,Début d'année,2026-09-15,Mardi 15 septembre 2026,"Tuesday, September 15, 2026",,,,Paris,River's King,Croisière sur la Seine · Soirée d'intégration,Croisière sur la Seine · Soirée d'intégration,River cruise on the Seine · Integration party,Début d'année,Start of year,uploads/croisette-2025-01.jpg,uploads/croisette-2025-02.jpg ; uploads/croisette-2025-07.jpg,La Croisette,,Réserver,,Dossier à remplir,Form to complete,OUI,,galerie-croisette.html,Galerie photos des éditions →,OUI,OUI,NON,NON,current,NON,AUTO,uploads/affiche-croisette.jpg,"Affiche de La Croisette — mardi 15 septembre, croisière 21h, River's King, 16€",1179/1462,OUI,,,,,,,,
begins,2,02,Begins,Lancement d'année · Rencontres · Découverte de la vie dauphinoise,Début d'année,2026-09-24,Jeudi 24 septembre 2026,"Thursday, September 24, 2026",,,,Paris,,Lancement d'année · Rencontres · Découverte de la vie dauphinoise,Lancement d'année · Rencontres · Découverte de la vie dauphinoise,Start-of-year launch · Meetups · Discover Dauphine student life,Début d'année,Start of year,uploads/begins-2025-04.jpg,uploads/begins-2025-02.jpg ; uploads/begins-2025-09.jpg,Begins,,Réserver,,Dossier à remplir,Form to complete,OUI,,galerie-begins.html,Galerie photos des éditions →,OUI,OUI,NON,NON,current,NON,AUTO,,,,NON,,,,,,,,
wei,3,03,WEI — Weekend d'Intégration,600+ participants · 3 jours · Soirées thématiques,Rentrée,2026-10-09,Du 9 au 11 octobre 2026,"October 9–11, 2026",,,,Paris,,600+ participants · 3 jours · Soirées thématiques,600+ participants · 3 jours · Soirées thématiques,600+ participants · 3 days · Themed parties,Rentrée,Back to school,uploads/DSC06115-scaled.jpg,uploads/DSC06186-scaled.jpg ; uploads/DSC05637-scaled.jpg,WEI — Weekend d'Intégration,,Réserver,uploads/dossier-wei.pdf,Dossier à remplir,Form to complete,OUI,,galerie-wei.html,Galerie photos des éditions →,OUI,OUI,NON,NON,current,OUI,AUTO,,,,NON,,,,,,,,
nuitdauphine,4,04,Nuit Dauphine,Soirée électro-house · 30+ éditions · Clubs parisiens,Label Les Nuits,,,,,,,Paris,,Soirée électro-house · 30+ éditions · Clubs parisiens,Soirée électro-house · 30+ éditions · Clubs parisiens,Electro-house party · 30+ editions · Parisian clubs,Label Les Nuits,Les Nuits Label,uploads/DSC05851-scaled.jpg,uploads/DSC05819-scaled.jpg ; uploads/DSC05266-scaled.jpg,Nuit Dauphine,,Réserver,,Dossier à remplir,Form to complete,OUI,,galerie-nuitdauphine.html,Galerie photos des éditions →,OUI,OUI,OUI,OUI,current,NON,AUTO,,,,NON,,,,,,,,
howwedau,5,05,How We Dau,"Showcases rap · Gazo, Gims, SCH, Laylow, PLK…",Annuel · Club,,,,,,,Paris,,"Showcases rap · Gazo, Gims, SCH, Laylow, PLK…","Showcases rap · Gazo, Gims, SCH, Laylow, PLK…","Rap showcases · Gazo, Gims, SCH, Laylow, PLK…",Annuel · Club,Annual · Club,uploads/DSC05863-scaled.jpg,uploads/cap-145216.png ; uploads/cap-144920.png,How We Dau,,Réserver,,Dossier à remplir,Form to complete,OUI,,galerie-howwedau.html,Galerie photos des éditions →,OUI,OUI,OUI,OUI,current,OUI,AUTO,,,,NON,,,,,,,,
gala,6,06,Gala Dauphine,Chalet du Lac · 1 500+ personnes · Co-organisé PSL,Annuel · Chic,,,,,,,Paris,,Chalet du Lac · 1 500+ personnes · Co-organisé PSL,Chalet du Lac · 1 500+ personnes · Co-organisé PSL,"Chalet du Lac · 1,500+ people · Co-organised with PSL",Annuel · Chic,Annual · Gala,uploads/gala-2026-259.jpg,uploads/gala-2026-248.jpg ; uploads/gala-2026-338.jpg,Gala Dauphine 2026,,Réserver,,Dossier à remplir,Form to complete,OUI,,galerie-gala.html,Galerie photos des éditions →,OUI,OUI,NON,NON,current,NON,AUTO,,,,NON,,,,,,,,
prixmode,7,07,Prix Mode,Défilés de mode · Art contemporain · Culture,Campus Dauphine,,,,,,,Paris,,Défilés de mode · Art contemporain · Culture,Défilés de mode · Art contemporain · Culture,Fashion shows · Contemporary art · Culture,Campus Dauphine,Dauphine Campus,uploads/DSC04479-scaled.jpg,uploads/DSC04346-scaled.jpg ; uploads/DSC04400-scaled.jpg,Prix Mode Dauphine,,Réserver,,Dossier à remplir,Form to complete,OUI,,galerie-prixmode.html,Galerie photos des éditions →,OUI,OUI,NON,NON,current,OUI,AUTO,,,,NON,,,,,,,,
dauphinend,8,08,Dauph'End,Clôture de l'année universitaire,Annuel,,,,,,,Paris,,Clôture de l'année universitaire,Clôture de l'année universitaire,End of the academic year,Annuel,Annual,uploads/DSC04433-scaled.jpg,uploads/DSC04743-scaled.jpg ; uploads/DSC04627-scaled.jpg,Dauph'End,,Réserver,,Dossier à remplir,Form to complete,OUI,,galerie-dauphinend.html,Galerie photos des éditions →,OUI,OUI,NON,NON,current,NON,AUTO,,,,NON,,,,,,,,
